RECORD RETRIEVAL DATE,DOT NUMBER,DBA NAME,LEGAL NAME,ALLOWED TO OPERATE,CARRIER OPERATION CODE,CARRIER OPERATION DESCRIPTION,CENSUS TYPE,CENSUS TYPE DESCRIPTION,CENSUS TYPE ID,IS PASSENGER CARRIER?,MCS150 OUTDATED?,OOS DATE,PHY STREET,PHY CITY,PHY STATE,PHY ZIP,PHY COUNTRY,REVIEW DATE,REVIEW TYPE,STATUS CODE,TOTAL DRIVERS,TOTAL POWER UNITS
2024-09-07,2679892,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2684275,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2684879,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2687760,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2687891,RIGHTWAY PORTABLE TOILETS TEMPORARY POWER POLES STORAGE CONTAINERS SEPTIC TANK PUMPING,RIGHTWAY SITE SERVICES INC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,653 W MINTHORN ST,LAKE ELSINORE,CA,92530,US,,,A,7,31
2024-09-07,2688159,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2692510,SIRREEL STUDIO SERVICES,SIRREEL PRODUCTION VEHICLES INC,Y,A,Interstate,C,CARRIER,1,N,N,,8500 LANKERSHIM BLVD,SUN VALLEY,CA,91352,US,,,A,1,75
2024-09-07,2692611,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,26929,JM EAGLE INC,JM MANUFACTURING CO INC,Y,A,Interstate,C,CARRIER,1,N,N,,5200 WEST CENTURY BLVD,LOS ANGELES,CA,90045,US,2019-02-25,N,A,66,90
2024-09-07,2694368,PCA MANAGEMENT,PCAM LLC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,Y,N,,3165 GARFIELD AVE,COMMERCE,CA,90040,US,,,A,68,51
2024-09-07,2697459,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2700350,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2703580,CHINO ICE SERVICE,COLD STAR EQUIPMENT INC,Y,A,Interstate,C,CARRIER,1,N,N,,3640 FRANCIS AVE,CHINO,CA,91710,US,2018-02-20,N,A,28,32
2024-09-07,2705047,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2708384,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2709192,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2709499,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2713605,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2713675,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2714701,TEMCO LOGISTICS,HOME EXPRESS DELIVERY SERVICE LLC,Y,A,Interstate,C,CARRIER,1,N,N,,25361 COMMERCENTRE DRIVE STE 250,LAKE FOREST,CA,92630,US,2023-10-18,N,A,1369,1502
2024-09-07,2715347,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2717862,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2718140,FAITH ELECTIC LLC,FAITH ELECTRIC AND GENERAL BUILDING CONTRACTORS LLC,Y,A,Interstate,C,CARRIER,1,N,N,,1980 ORANGE TREE LANE STE 106,REDLANDS,CA,92374,US,2024-06-04,N,A,130,35
2024-09-07,2719785,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2720928,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2721164,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2722416,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2728779,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2729017,UNITED HAULING CORPORATION,NATIONAL READY MIXED SERVICES,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,15821 VENTURA BLVD STE 475,ENCINO,CA,91436,US,,,A,39,39
2024-09-07,2729062,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2729303,PRESTIGE PAVING COMPANY,PRESTIGE STRIPING SERVICES INC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,1054 RAILROAD STREET,CORONA,CA,92882,US,,,A,30,30
2024-09-07,2729595,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2733302,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2734046,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2735822,LONG BEACH TRANSIT LBT,LONG BEACH PUBLIC TRANSPORTATION COMPANY,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,Y,N,,1963 E ANAHEIM STREET,LONG BEACH,CA,90813,US,,,A,458,249
2024-09-07,2735939,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2736165,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2738948,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2738955,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2739016,CLEAN & GREEN,LOS ANGELES CONSERVATION CORPS,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,1400 N SPRING STREET,LOS ANGELES,CA,90012,US,,,A,100,77
2024-09-07,2739043,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2740070,CALIFORNIA COACH TOW OF ORANGE,CALIFORNIA COACH ORANGE INC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,572 N BATAVIA,ORANGE,CA,92868,US,,,A,30,34
2024-09-07,2740312,THERMO KING,TK SERVICES INC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,23935 MADISON ST,TORRANCE,CA,90505,US,,,A,2,29
2024-09-07,2741136,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2741291,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2741609,UNITED ELECTRIC SUPPLY COMPANY GROUND ZERO SAF-COM,MAIN ELECTRIC SUPPLY COMPANY LLC,Y,A,Interstate,C,CARRIER,1,N,N,,3600 W SEGERSTROM AVE,SANTA ANA,CA,92704,US,2024-05-07,N,A,132,127
2024-09-07,2741781,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2741967,FULLERTON JOINT UNION HIGH SCHOOL DISTRICT,FULLERTON UNION HIGH SCHOOL DISTRICT,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,Y,N,,1051 WEST BASTANCHURY RD,FULLERTON,CA,92833,US,,,A,30,53
2024-09-07,2743025,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2743211,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2743329,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2743369,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2744060,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2744770,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2745157,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2745504,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2745606,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2747833,ACE FENCE COMPANY,AZ CONSTRUCTION INC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,727 GLENDORA AVE,LA PUENTE,CA,91744,US,,,A,69,69
2024-09-07,2748040,AC PRO,MATERIAL SUPPLY INC,Y,A,Interstate,C,CARRIER,1,N,N,,11700 INDUSTRY AVENUE,FONTANA,CA,92337,US,2017-10-10,N,A,45,45
2024-09-07,2748282,PACIFIC OUTDOOR LIVING,PACIFIC PAVINGSTONE INC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,8309 TUJUNGA AVE #201,SUN VALLEY,CA,91352,US,,,A,40,36
2024-09-07,2748606,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2750293,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2751232,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2752052,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2752546,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2752988,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2762351,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2763443,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2765288,E NOR TRAFFIC CONTROL & SAFETY,E NOR INNOVATIONS INC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,17311 S MAIN ST,GARDENA,CA,90248,US,,,A,15,28
2024-09-07,2765443,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2769976,BRIGHT EVENT RENTALS,BRIGHT EVENT RENTALS LLC,Y,A,Interstate,C,CARRIER,1,N,N,,1640 W 190TH ST,TORRANCE,CA,90501,US,2023-06-12,N,A,156,156
2024-09-07,2770026,DELIVER-IT,DI OVERNITE LLC,Y,A,Interstate,C,CARRIER,1,N,N,,14043 STAGE ROAD,SANTA FE SPRINGS,CA,90670,US,,,A,32,35
2024-09-07,2772312,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2774323,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2775886,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2776621,RENEWAL BY ANDERSON OF ORANGE COUNTY,LOS ANGELES CUSTOM WINDOWS INC,Y,B,Intrastate Hazmat,C,CARRIER,1,N,N,,22982 ALCALDE DR STE #100,LAGUNA HILLS,CA,92653,US,,,A,35,33
2024-09-07,2777756,A-1 TOTAL SERVICE PLUMBING,A-1 TOTAL SERVICE CONSTRUCTION INC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,3025 W ARTESIA BLVD #81,TORRANCE,CA,90504,US,,,A,27,63
2024-09-07,2779502,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2780117,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2784263,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2786144,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2791530,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2792407,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2804750,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2805050,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2805456,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2805704,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2806104,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2806547,BLUE DIAMOND MATERIALS & UNITED ROCK PRODUCTS,SULLY MILLER CONTRACTING COMPANY,Y,B,Intrastate Hazmat,C,CARRIER,1,N,N,,135 S STATE COLLEGE BLVD STE 400,BREA,CA,92821,US,,,A,89,82
2024-09-07,2806956,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2807147,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2807445,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2807526,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2807553,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2807610,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2807668,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2807833,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2807951,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2808027,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2808109,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2808171,OCTA,ORANGE COUNTY TRANSPORTATION AUTHORITY,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,600 SOUTH MAIN ST,ORANGE,CA,92868,US,,,A,1699,406
2024-09-07,2808416,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2808806,GGUSD,GARDEN GROVE UNIFIED SCHOOL DISTRICT,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,10331 STANFORD,GARDEN GROVE,CA,92841,US,,,A,120,131
2024-09-07,2808919,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2808973,ORANGE UNIFIED SCHOOL DISTRICT TRANSPORTATION DEPARTMENT,ORANGE UNIFIED SCHOOL DISTRICT,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,726 W COLLINS AVE,ORANGE,CA,92867-5514,US,,,A,99,122
2024-09-07,2809032,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2809062,MUNICIPAL SERVICES,CITY OF RIVERSIDE,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,8095 LINCOLN AVE,RIVERSIDE,CA,92504,US,,,A,300,211
2024-09-07,2809587,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2810279,MONTEBELLO MUNICIPAL BUS LINES,CITY OF MONTEBELLO,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,400 S TAYLOR AVE,MONTEBELLO,CA,90640,US,,,A,112,66
2024-09-07,2810482,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2810562,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2810670,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2810803,NORTHGATE MARKETS,NORTHGATE GONZALEZ LLC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,1201 N MAGNOLIA AVE,ANAHEIM,CA,92801,US,,,A,48,27
2024-09-07,2811041,FGS,FRUIT GROWERS SUPPLY COMPANY,Y,B,Intrastate Hazmat,C,CARRIER,1,N,N,,27770 ENTERTAINMENT DRIVE,VALENCIA,CA,91355,US,2023-12-07,N,A,26,26
2024-09-07,2811063,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2811184,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2811346,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2814167,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2815181,SERVICE MASTER RESTORATION BY EMT,NEXTGEN ASSOCIATES INC,Y,A,Interstate,C,CARRIER,1,N,N,,500 SEQUOIA AVE,ONTARIO,CA,91761,US,,,A,32,32
2024-09-07,2819819,UNIVERSAL CONTAINER CONNECTION,DECO LOGISTICS INC,Y,A,Interstate,C,CARRIER,1,N,N,,14575 INNOVATION DRIVE,RIVERSIDE,CA,92518,US,2016-07-28,N,A,99,101
2024-09-07,2825313,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2829688,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2831542,WM,WASTE MANAGEMENT OF CALIFORNIA INC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,2141 OCEANSIDE BLVD,OCEANSIDE,CA,92054,US,,,A,232,196
2024-09-07,2832071,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2849108,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2849636,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2850315,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2850560,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2851398,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2852340,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2857893,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2862178,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2863720,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2866311,PLUMBING MASTER,LOZANO PLUMBING SERVICES INCORPORATED,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,3615 PRESLEY AVE,RIVERSIDE,CA,92507,US,,,A,69,76
2024-09-07,2868468,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2871178,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2874887,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2876722,CENTURION TRANSPORT,CENTURION CONSULTING SERVICES LLC,Y,A,Interstate,C,CARRIER,1,N,N,,9724 E AVE,HESPERIA,CA,92345,US,2023-06-06,N,A,95,95
2024-09-07,2881315,BC TRAFFIC SPECIALIST,BC RENTAL LLC,Y,A,Interstate,C,CARRIER,1,N,N,,13261 GARDEN GROVE BLVD,GARDEN GROVE,CA,92843,US,,,A,74,70
2024-09-07,2881470,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2886208,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2887215,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2887483,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2894636,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2904925,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2908677,"PACIFIC LINEHAUL, INC.","PACIFIC FREIGHT, INC.",Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,4500 VIA MARINA PH-421  ,MARINA DEL REY,CA,90292,US,,,A,25,32
2024-09-07,2914596,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,291700,ABILITY TRI-MODAL TRANSPORTATION SERVICES,TRI-MODAL DISTRIBUTION SERVICES INC,Y,A,Interstate,C,CARRIER,1,N,N,,2011 E CARSON STREET,CARSON,CA,90810,US,1988-10-11,S,A,21,29
2024-09-07,291818,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2918976,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2922663,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2925320,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2931180,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2931383,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2931552,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,29329,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2941250,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2942999,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2943643,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2948212,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2951533,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2952636,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2958752,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2958835,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2959270,RESIDENTIAL WALL SYSTEMS,BULWARK CONSTRUCTION INC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,22431 ANTONIO PKWY STE B160,RCHO STA MARG,CA,92688-3932,US,,,A,70,31
2024-09-07,2966013,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2969956,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2971317,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,2974303,JENSEN LANDSCAPE SERVICES LLC,MONARCH LANDSCAPE HOLDINGS LLC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,550 S HOPE STREET SUITE 1675,LOS ANGELES,CA,90071,US,,,A,66,213
